	2	-0.812
Terça-Feira	598	0.556627926421
Terça-feira	471	0.630887802042
Thanks Kripke	128	0.174154296875
The Big Bang Theory	230	0.214564347826
The Brazilian BeyHive Loves Beyoncé	178	0.274862359551
The Brazilians Fans Are The Best	1089	0.176413682277
The Queen	83	0.209260441767
The Voice	479	0.297713132518
The Walking Dead	3196	0.161781065618
The Wanted	70	0.225133333333
They Don't Know About Us	210	0.0350301587302
Thiago Neves	882	0.170579235504
This Kiss	83	0.215786144578
Tia Steph	181	0.223247040253
Tiago Abravanel	127	0.180324409449
Tigre	2186	0.238681953339
Tipo Colômbia	501	0.652215934797
Titanic	39	-0.0304829059829
Titi	461	0.176674992253
Today Show	665	0.223544110276
Tom Lawlor	77	-0.0174545454546
Tony Ramos	76	0.221927631579
Tony Romo	53	0.18244591195
Top Five	100	0.2382725
TresMesesDeRafinha	101	0.273816831683
TrueLoveGavassied	11	0.164424242424
TwitcamDeEstreiaBrianESophiaSemVoce	293	0.0626695108077
Twitter	4484	0.204288135593
Two And a Half Men	23	0.332731884058
UCL	56	0.140383928571
UERJ	516	0.185026679587
UFC	2749	0.109364350673
UFPR	153	0.433809912854
UFRJ	62	0.0107129032258
UNESP	236	0.312508171913
USP	849	0.235186493914
UmAnoSemSONNI SaudadeSONNI	65	0.164007692308
Unapologetic	650	0.222363282051
Unapologetic Is The King Of iTunes	12	0.424388888889
Unbroken Is Platinum In Brazil	277	0.269527376655
Unesp	127	0.442384514436
Unicamp	361	0.38962677747
Usher	41	0.257146341463
Vai Brasil	116	0.150551724138
Valeu Oropa	210	0.206731349206
Valério	55	0.222345454545
Vamo São Paulo	348	0.334921455939
Vampiro	304	0.143658607456
Van Persie	2524	0.19398631141
Vanessa Camargo	42	0.170103174603
Vasco 0 x 2 Sport	6	0.179333333333
Vasco 0x1 Sport	19	-0.0203245614035
Vettel	2166	0.2581478323
Vila Belmiro	368	0.175900815218
Vinny	124	0.233800537634
Vinny Brito	75	0.258308888889
VoceÉOMotivoDoMeuSorrisoChrisLeao	124	0.219740591398
Vogue UK	16	0.367125
Vote Beyoncé On AMA	102	0.191962418301
Vote For Adele On PCA	122	0.244356557377
Vote For THG On PCA	28	0.416821428571
Vote Vote Vote	18	0.200555555556
Vote for THG	14	0.416821428571
WWE	793	0.266357608239
Wagner Love	926	0.143604391649
Waldison	46	0.093472826087
Wallim	272	0.167033639706
Wanessa	167	0.21501506986
WatchDecisionsMusicVideo	24	0.173270833333
We Are Emblem3rs	48	0.0963993055555
We Are Proud Of Kidrauhl	455	0.167384615385
We Believe In Delena	50	0.28284
We Found Love	81	0.275998971193
We Love Beyoncé Forever	12	0.246680555556
We Love Emblem3	233	0.162953505007
We Love Sasha Pieterse	44	0.228242424242
We Love Scream And Shout	8	0.3215
We Love Troian Bellisario	47	0.188230496454
We Love You Selena	30	0.204683333333
We Never Say iGoodBye	91	0.199245421245
We Want Beyonce	53	0.0625188679246
We Want Demi's New Single	3	0.134277777778
We Want Jennel Back	3319	0.145307055338
We Want Nina Dobrev	114	0.252466374269
We Want PLL Back	2	0.3605
We Want Scream And Shout On Radio	14	-0.429642857143
We Want The Fierce CeCe	1	-0.0005
We Will Always Support Stefan	2	-0.014
We're Here For You Selena	60	0.257016666667
Welcome Back Cas	617	0.147473392761
Welcome To Brazil Bieber	548	0.222274118005
Welcome To Brazil Gaga	1549	0.223001635464
Welcome To Brazil One Direction	1466	0.0861216007276
Welcome to Brazil	50	0.528208333333
WelcomeToBrazilBryanTanaka	276	0.227661594203
WelcomeToBrazilNSN	257	0.0999173800259
WelcometoBrazilBryanTanaka	192	0.206048611111
Wherever You Are	6	0.282111111111
Willian José	3902	0.165205877328
Wilmer	214	0.251570794393
Windows 8	646	0.17614744582
Windows Live Messenger	2036	0.207043647675
World Baseball Classic	110	0.237793939394
X Factor USA	148	0.448530405405
XXI	1247	0.236975340818
Xana	1015	0.0897505747126
Xtina	45	0.0227851851852
Xuxa	199	0.153412897822
Yaya Touré	24	0.354798611111
Your Song	68	0.490593137255
Zagallo	71	-0.221711267606
Zeca Camargo	114	0.0721783625731
Zico	111	0.13136036036
Zombie Walk	381	0.200184030121
Zumbi	827	-0.00348151954858
Zé Carlos	521	0.199240371081
Zé Dirceu	61	0.125409289617
iOS	464	0.14295545977
iPanAoVivo	196	0.103348639456
iPhone	534	0.184927340824
iPhone 5	644	0.284616821946
iPod	916	0.300442503639
iTunes	838	0.186544490851
África	372	0.17380734767
É Hoje	694	0.172535446686
É Leviosa	14	0.221440476191
